iter	RMSE
137	586.5440826
138	586.1012427
139	585.0751921
140	584.9921065
141	584.4897221
142	583.9149817
143	582.7323739
144	582.461309
145	582.4336367
146	581.575986
147	580.4847873
148	579.6027713
149	578.9659816
150	578.1917722
151	577.8624573
152	577.0669584
153	576.4270612
154	575.3766712
155	575.0877512
156	574.7424658
157	574.4183076
158	573.5279879
159	572.3354803
160	572.0090668
161	571.0599364
162	571.0347333
163	570.8824439
164	570.8539012
165	569.8275453
166	569.4141468
167	568.4032158
168	568.185433
169	567.2778826
170	566.9584139
171	566.2440235
172	565.8262569
173	565.4972131
174	564.2860664
175	564.0069531
176	563.2749477
177	562.7962401
178	562.0367722
179	561.7388969
180	561.6325992
181	560.9829259
182	560.1824108
183	559.3769293
184	559.187085
185	558.2447632
186	558.2433934
187	557.839776
188	557.4661513
189	556.95214
190	556.7045543
191	556.2201567
192	555.6549571
193	554.8214339
194	554.2332099
195	553.8166859
196	553.6431391
197	553.1430691
198	552.6096378
199	551.739282
200	550.7876357
201	550.2980298
202	549.4857132
203	548.4381746
204	548.2631399
205	547.9480439
206	547.3940761
207	547.3270163
208	546.4250123
209	546.1285491
210	545.5100689
211	544.7876003
212	544.7826694
213	544.7484399
214	544.0678663
215	543.5575262
216	543.0879754
217	542.8525601
218	542.1806732
219	541.8754289
220	541.7155212
221	541.1038101
222	540.4533681
223	539.7737362
224	538.9557987
225	538.6925894
226	538.3204272
227	537.7068777
228	537.1825556
229	536.7835216
230	536.5530692
231	535.8200422
232	535.8169683
233	535.3625123
234	535.0572262
235	534.2183772
236	533.9717258
237	533.2548227
238	533.2412359
239	532.9724269
240	532.5190966
241	531.9533372
242	531.2846067
243	531.0162288
244	530.8983877
245	530.7229254
246	530.3264995
247	530.0337022
248	529.4678238
249	529.2126227
250	528.7919454
251	528.26193
252	527.9467813
253	527.7486404
254	527.5526179
255	527.1072369
256	526.7785374
257	526.3604409
258	526.0191974
259	525.5298354
260	525.0234168
261	525.0228566
262	525.021979
263	524.7925454
264	524.7919102
265	524.2847415
266	523.8635506
267	523.862933
268	523.6421095
269	523.6416414
270	523.0321851
271	522.8591082
272	522.5610763
273	522.5607761
274	522.5435717
275	522.1624531
276	521.5994632
277	521.0219031
278	520.4401418
279	520.3150818
280	520.0598759
281	519.7860797
282	519.039762
283	519.039592
284	519.030582
285	519.0304687
286	518.6900922
287	518.4064951
288	518.057874
289	518.0450052
290	517.6836418
291	517.6835471
292	517.4961968
293	517.2126843
294	516.7754851
295	516.2059173
296	516.2058793
297	515.905049
298	515.6817684
299	515.6817304
300	515.2143472
301	515.0853346
302	514.5162586
303	514.340888
304	514.3408689
305	513.9442634
306	513.5287952
307	513.3089121
308	513.0800496
309	512.8814028
310	512.7954337
311	512.2494988
312	511.9278059
313	511.9278059
314	511.5081507
315	511.2212982
316	510.6272191
317	510.2781633
318	509.8233066
319	509.8034223
320	509.4418707
321	509.140741
322	509.134194
323	508.7268037
324	508.6123182
325	508.6123182
326	508.6063234
327	508.4390954
328	508.239252
329	507.9825148
330	507.8013546
331	507.6377047
332	507.6377047
333	507.2720583
334	507.0204003
335	507.0204003
336	506.6393504
337	506.6392536
338	506.199178
339	506.199178
340	506.148587
341	505.8506716
342	505.8506328
343	505.8506328
344	505.8506135
345	505.5478294
346	505.3148892
347	505.0671864
348	505.0666817
349	505.0206752
350	504.6332778
351	504.1070342
352	504.0367828
353	504.021611
354	504.0213386
355	503.6822839
356	503.6822839
357	503.6778071
358	503.4772032
359	502.7260978
360	502.7260978
361	502.2931142
362	502.2741225
363	501.7275645
364	501.7275645
365	501.6199053
366	501.6199053
367	501.1450614
368	500.9040454
369	500.6223186
370	500.6223186
371	500.6221619
372	500.2356112
373	500.2337689
374	499.8066685
375	499.5850042
376	499.2955037
377	499.2850378
378	499.1265705
379	498.8216311
380	498.2832095
381	498.0213792
382	497.7800916
383	497.7799537
384	497.7799341
385	497.7798553
386	497.7797371
387	497.1990172
388	496.8421061
389	496.7028346
390	496.7019069
391	496.7019266
392	496.6926694
393	496.2801628
394	496.2799258
395	496.029233
396	495.8691716
397	495.8684202
398	495.8471262
399	495.7184922
400	495.718512
401	495.5360338
402	495.5340356
403	495.5333827
404	495.5333629
405	495.5317999
406	495.5317801
407	495.2348819
408	495.2347037
409	494.9691811
410	494.9691612
411	494.9676163
412	494.6738676
413	494.4706022
414	494.2747708
415	494.2747509
416	494.2745923
417	494.0944976
418	493.9661813
419	493.9661813
420	493.9425227
421	493.9425227
422	493.7653249
423	493.5827403
424	493.5827403
425	493.4226999
426	493.4226999
427	493.1615096
428	493.1610921
429	492.9264949
430	492.7509214
431	492.7506429
432	492.7493695
433	492.7490313
434	492.7487527
435	492.4189194
436	492.2413723
437	492.2411532
438	492.2410537
439	491.7929183
440	491.7926791
441	491.7926193
442	491.683343
443	491.6831037
444	491.402355
445	491.3761388
446	491.0179502
447	490.9389963
448	490.7420352
449	490.5731342
450	490.2711735
451	489.7297574
452	489.6578237
453	489.6577436
454	489.3887945
455	489.0762401
456	488.9156469
457	488.915286
458	488.6747986
459	488.6747786
460	488.3633331
461	488.326514
462	488.3264538
463	488.3264137
464	488.3263936
465	487.8851922
466	487.6062579
467	487.5915801
468	487.2907897
469	487.2905684
470	487.2616562
471	487.138101
472	487.1371752
473	487.1369941
474	487.1369739
475	487.0628055
476	487.0626042
477	486.8463743
478	486.4916218
479	486.2210826
480	486.2210624
481	486.2209616
482	486.1988821
483	486.1756521
484	486.1755714
485	486.1755513
486	485.7883627
487	485.7883022
488	485.7883022
489	485.5541609
490	485.0009299
491	484.6412864
492	484.6409223
493	484.6408009
494	484.3799351
495	483.8178437
496	483.6168472
497	483.3711885
498	483.1997517
499	482.9502471
500	482.9502471
501	482.9500847
502	482.9222931
503	482.9222728
504	482.5055928
505	482.5055725
506	482.4610113
507	482.1735511
508	481.9709128
509	481.9709128
510	481.9708721
511	481.9033342
512	481.4683016
513	481.2621885
514	481.0639149
515	481.0638945
516	481.0639149
517	481.0127592
518	480.9243347
519	480.9243347
520	480.8392377
521	480.8164217
522	480.3844865
523	480.0469748
524	480.0422775
525	480.0300644
526	479.7986506
527	479.5488689
528	479.5485009
529	479.446331
530	479.4462492
531	479.2141443
532	479.2140624
533	479.0608869
534	479.0608255
535	479.0607641
536	479.0578376
537	479.0577557
538	478.7644433
539	478.7636447
540	478.472078
541	478.3789621
542	478.2531326
543	478.2531326
544	478.151219
545	478.1291974
546	477.9930675
547	477.9929444
548	477.9929034
549	477.9734384
550	477.8355201
551	477.8280723
552	477.6761147
553	477.5345178
554	477.5344973
555	477.5341072
556	477.5273937
557	477.3702678
558	477.1557274
559	476.9513479
560	476.807459
561	476.6460231
562	476.3396794
563	476.1567957
564	476.1567957
565	476.1567545
566	476.1370292
567	476.1369263
568	476.012749
569	475.5563924
570	475.352542
571	475.352542
572	475.3525008
573	474.939026
574	474.938448
575	474.9381384
576	474.9276725
577	474.5491565
578	474.1541488
579	473.8865588
580	473.5506267
581	473.5447056
582	473.5447056
583	473.5439189
584	473.5438982
585	473.5318694
586	473.3650915
587	473.3650915
588	473.3609492
589	473.3609285
590	473.2223289
591	472.9723907
592	472.5993619
593	472.4667848
594	472.4667433
595	472.4667226
596	472.3460845
597	472.1750257
598	472.1411388
599	472.1368404
600	472.1013725
601	471.8437553
602	471.8267379
603	471.8267171
604	471.8052938
605	471.7633588
606	471.7632341
607	471.7631509
608	471.5353521
609	471.1879855
610	470.9910078
611	470.990987
612	470.9909662
613	470.9909453
614	470.9510611
615	470.7453414
616	470.7453414
617	470.5733257
618	470.1683053
619	470.1642183
620	470.046535
621	469.8336376
622	469.4573004
623	469.2356321
624	469.235465
625	468.9324338
626	468.7094296
627	468.6569045
628	468.6568836
629	468.6517583
630	468.6428675
631	468.5343439
632	468.5341555
633	468.5002354
634	468.4485449
635	468.4396293
636	468.4395874
637	468.3993813
638	468.3901089
639	468.390067
640	468.3900461
641	468.3900252
642	468.3899624
643	468.1557056
644	468.1556847
645	467.886487
646	467.7551521
647	467.6944494
648	467.4240213
649	467.4238535
650	467.4238325
651	467.096056
652	467.0241628
653	466.88448
654	466.8821281
655	466.8820651
656	466.7504687
657	466.7503006
658	466.7501536
659	466.743117
660	466.743033
661	466.7411425
662	466.6485851
663	466.6485431
664	466.3465429
665	466.2219239
666	465.7378712
667	465.5497909
668	465.5497278
669	465.3765079
670	465.3236698
671	465.3236276
672	465.3236276
673	465.3234591
674	465.1383096
675	465.0275977
676	465.0275977
677	465.0275767
678	465.0275556
679	465.0273869
680	465.0272183
681	464.9680782
682	464.9679095
683	464.7833988
684	464.7832723
685	464.7784418
686	464.7784207
687	464.7783997
688	464.7783786
689	464.7776192
690	464.7776192
691	464.6815903
692	464.6769487
693	464.6768854
694	464.4634687
695	464.4634687
696	464.4634265
697	464.4634053
698	464.2825796
699	464.0883537
700	464.0868538
701	464.0868326
702	463.9134047
703	463.4176746
704	463.0863215
705	463.0863003
706	463.0863003
707	463.0861522
708	462.9835469
709	462.9834622
710	462.9785918
711	462.97838
712	462.9782742
713	462.8776148
714	462.8596535
715	462.6907026
716	462.690639
717	462.6904907
718	462.3408046
719	462.340741
720	462.3166727
721	462.1173351
722	462.1170593
723	462.1119464
724	462.1118191
725	461.9807949
726	461.9632869
727	461.7818006
728	461.7815883
729	461.4825003
730	461.4805883
731	461.4805033
732	461.0725135
733	460.5261271
734	460.5035394
735	460.503433
736	460.5033265
737	460.5032414
738	460.5031775
739	460.502922
740	460.5013679
741	460.5002395
742	460.5001544
743	460.5000692
744	460.3896261
745	460.3894345
746	460.3530401
747	460.352955
748	460.3528485
749	460.310083
750	460.3099978
751	460.3099127
752	460.307016
753	460.3060576
754	460.3060363
755	460.3059298
756	460.3058872
757	460.3057807
758	460.3057594
759	460.3056742
760	460.3056316
761	460.3055464
762	460.1691079
763	460.1690227
764	460.1688096
765	460.168767
766	460.1539384
767	460.0555806
768	460.0498481
769	460.0497842
770	460.0497416
771	460.0496776
772	460.0197353
773	460.0188402
774	460.0187763
775	460.0187123
776	459.8868147
777	459.8866868
778	459.8866442
779	459.8866229
780	459.8686087
781	459.8685234
782	459.868161
783	459.868097
784	459.8680544
785	459.8680118
786	459.8679691
787	459.8669245
788	459.6280679
789	459.6279399
790	459.4166804
791	459.4166591
792	459.1933678
793	459.1933464
794	459.1932397
795	459.0413284
796	458.7613759
797	458.5629942
798	458.2274245
799	458.2274031
800	458.2273817
801	458.2273603
802	458.2273389
803	458.2272961
804	458.1316276
805	457.8207758
806	457.820733
807	457.8207115
808	457.8206473
809	457.8206045
810	457.8205831
811	457.8205402
812	457.8204974
813	457.5667957
814	457.5667529
815	457.5666886
816	457.5666672
817	457.5666457
818	457.5606035
819	457.5605821
820	457.5605392
821	457.5598536
822	457.5598536
823	457.5576466
824	457.5307554
825	457.530734
826	457.5249913
827	457.5248413
828	457.5248199
829	457.5244341
830	457.5244556
831	457.5244127
832	457.5243699
833	457.5124985
834	457.5125199
835	457.5124985
836	457.5124985
837	457.5124556
838	457.5124128
839	457.5123699
840	457.5123699
841	457.5123271
842	457.5123056
843	457.5122842
844	457.2604055
845	457.2603626
846	457.2603197
847	457.2602983
848	457.2602554
849	457.1591734
850	457.1591305
851	457.1591519
852	457.1591519
853	456.9581008
854	456.7396607
855	456.7387806
856	456.7381796
857	456.7381796
858	456.7381796
859	456.7381581
860	456.7381581
861	456.7381581
862	456.7381581
863	456.7380937
864	456.729293
865	456.558095
866	456.5533923
867	456.5533708
868	456.5533493
869	456.5532634
870	456.5529628
871	456.5528984
872	456.3330827
873	456.3279265
874	456.3279265
875	456.2659613
876	456.1478518
877	456.109421
878	456.1093995
879	456.109378
880	456.109378
881	456.1027791
882	456.0275189
883	456.0275189
884	456.0275189
885	456.027433
886	455.9336467
887	455.9336037
888	455.9336037
889	455.9335177
890	455.8535627
891	455.8534981
892	455.8534766
893	455.8534981
894	455.8534766
895	455.6427049
896	455.6426618
897	455.4718088
898	455.4717873
899	455.4232679
900	455.3424697
901	455.3424482
902	455.3424482
903	455.1136467
904	455.1136467
905	455.1134743
906	455.1134528
907	455.1134097
908	455.1133451
909	455.0883129
910	455.0882698
911	455.0882483
912	455.0882698
913	455.0882267
914	455.0882052
915	455.0881837
916	454.8265129
917	454.8265129
918	454.8264698
919	454.8264267
920	454.8264267
921	454.8263836
922	454.826362
923	454.6218209
924	454.6218209
925	454.6217993
926	454.6164943
927	454.6164511
928	454.616408
929	454.616408
930	454.5154067
931	454.26601
932	454.125447
933	454.1072474
934	454.1072258
935	454.1012887
936	454.1013103
937	453.8680598
938	453.8345125
939	453.8344693
940	453.4842454
941	453.4825158
942	453.4794459
943	453.4731762
944	453.4426051
945	453.4147779
946	453.4147562
947	453.4147346
948	453.414713
949	453.4146914
950	453.4146698
951	453.4144751
952	453.1914282
953	453.1914066
954	453.1718066
955	453.168648
956	453.1686264
957	453.0300168
958	453.0169888
959	453.0136993
960	452.9944596
961	452.8972095
962	452.5833473
963	452.5738809
964	452.3421835
965	452.3286156
966	452.3009583
967	452.1435656
968	452.1435222
969	452.1401613
970	451.9645136
971	451.9644268
972	451.9643618
973	451.9097385
974	451.67006
975	451.566576
976	451.4560322
977	451.4559019
978	451.198426
979	451.1491862
980	450.8641811
981	450.862659
982	450.8626155
983	450.862572
984	450.8624415
985	450.8409789
986	450.8189498
987	450.6544261
988	450.6543826
989	450.6543608
990	450.6377833
991	450.6337585
992	450.6057579
993	450.6057361
994	450.4294683
995	450.4294683
996	450.2634087
997	450.263387
998	450.2633652
999	450.1518262
